PolicyID,CustomerID,AgentID,InsuranceType,StartDate,EndDate,PremiumAmount,PaymentFrequency,CoverageAmount,PolicyStatus,DeductibleAmount,RiskLevel,UnderwritingScore,AutoRenewal,YearMonth
POL008807,CUS002997,AGT0107,Auto,29-04-2020,29-04-2021,2467.49,Annual,257000,Active,6654.72,Low,497,TRUE,2020-04
POL008808,CUS009624,AGT0044,Travel,07-11-2021,07-11-2022,559.82,Monthly,44000,Expired,1636.1,Medium,332,TRUE,2021-11
POL008809,CUS005964,AGT0163,Health,11-11-2024,11-11-2025,8747.01,Monthly,31000,Active,653.45,High,587,TRUE,2024-11
POL008810,CUS009600,AGT0193,Health,05-10-2024,05-10-2025,6955,Quarterly,63000,Expired,1218.51,High,561,FALSE,2024-10
POL008811,CUS004009,AGT0181,Life,05-04-2024,05-04-2025,1168.3,Monthly,962000,Active,25122.56,Low,622,TRUE,2024-04
POL008812,CUS004549,AGT0082,Home,20-04-2021,20-04-2022,189.49,Monthly,959000,Active,34757.49,Medium,413,TRUE,2021-04
POL008813,CUS002447,AGT0096,Home,12-02-2024,11-02-2025,1381.63,Monthly,794000,Expired,17265.93,High,815,TRUE,2024-02
POL008814,CUS002749,AGT0170,Auto,23-10-2021,23-10-2022,63.72,Quarterly,356000,Active,8497.77,High,542,TRUE,2021-10
POL008815,CUS008518,AGT0074,Home,31-12-2024,31-12-2025,2729.34,Quarterly,983000,Active,42804.65,High,528,FALSE,2024-12
POL008816,CUS004406,AGT0192,Life,04-09-2024,04-09-2025,322.38,Monthly,1535000,Active,25873.1,Low,475,FALSE,2024-09
POL008817,CUS009405,AGT0164,Health,25-09-2020,25-09-2021,8115.11,Monthly,94000,Active,1098.14,Low,669,TRUE,2020-09
POL008818,CUS002594,AGT0045,Auto,10-03-2024,10-03-2025,1605.57,Monthly,180000,Active,6713.75,Medium,357,FALSE,2024-03
POL008819,CUS001402,AGT0180,Auto,21-11-2024,21-11-2025,699.59,Quarterly,27000,Active,459.92,Low,488,TRUE,2024-11
POL008820,CUS005362,AGT0119,Travel,16-02-2021,16-02-2022,515.39,Monthly,24000,Active,339.53,Low,370,TRUE,2021-02
POL008821,CUS004542,AGT0060,Auto,09-02-2020,08-02-2021,817.88,Annual,343000,Canceled,6917.62,Medium,392,TRUE,2020-02
POL008822,CUS002332,AGT0163,Home,27-06-2024,27-06-2025,5954.49,Monthly,848000,Canceled,15434.65,Low,637,TRUE,2024-06
POL008823,CUS005488,AGT0012,Home,12-01-2020,11-01-2021,1539.35,Monthly,667000,Active,10578.98,Medium,486,TRUE,2020-01
POL008824,CUS009338,AGT0087,Travel,26-05-2024,26-05-2025,3.65,Monthly,6000,Active,135.16,Medium,833,TRUE,2024-05
POL008825,CUS009476,AGT0194,Auto,20-10-2023,19-10-2024,1029.58,Monthly,223000,Active,8444.19,Low,785,TRUE,2023-10
POL008826,CUS003271,AGT0044,Auto,01-04-2024,01-04-2025,458.98,Monthly,113000,Expired,3715.22,Medium,756,FALSE,2024-04
POL008827,CUS004468,AGT0060,Life,07-03-2020,07-03-2021,1308.4,Monthly,930000,Active,20391.72,Medium,781,FALSE,2020-03
POL008828,CUS002717,AGT0021,Auto,08-12-2023,07-12-2024,1296.82,Monthly,358000,Expired,16038.18,High,436,TRUE,2023-12
POL008829,CUS002659,AGT0172,Auto,08-09-2022,08-09-2023,700.14,Monthly,473000,Active,8137.05,High,371,TRUE,2022-09
POL008830,CUS006767,AGT0052,Travel,05-10-2020,05-10-2021,457.58,Quarterly,18000,Active,467.88,Medium,799,TRUE,2020-10
POL008831,CUS003311,AGT0185,Travel,15-01-2022,15-01-2023,327.91,Monthly,27000,Active,1179.68,Medium,577,TRUE,2022-01
POL008832,CUS007291,AGT0073,Health,01-09-2022,01-09-2023,7551.44,Monthly,90000,Active,2979.81,High,655,TRUE,2022-09
POL008833,CUS004963,AGT0190,Life,08-03-2020,08-03-2021,1284.99,Quarterly,1807000,Active,47501.82,Medium,668,FALSE,2020-03
POL008834,CUS001732,AGT0112,Auto,10-09-2021,10-09-2022,68.28,Quarterly,375000,Expired,17035.02,Medium,661,TRUE,2021-09
POL008835,CUS001424,AGT0156,Health,04-08-2021,04-08-2022,2691.23,Monthly,38000,Active,734.77,Medium,749,TRUE,2021-08
POL008836,CUS000513,AGT0004,Health,24-04-2024,24-04-2025,724.61,Monthly,32000,Active,398.96,Medium,337,FALSE,2024-04
POL008837,CUS002891,AGT0031,Life,17-09-2024,17-09-2025,818.48,Quarterly,1006000,Active,46233.14,Medium,679,TRUE,2024-09
POL008838,CUS007924,AGT0181,Travel,17-12-2024,17-12-2025,559.24,Quarterly,45000,Active,1013.95,Medium,379,TRUE,2024-12
POL008839,CUS007214,AGT0034,Health,20-05-2021,20-05-2022,2005.38,Monthly,96000,Active,3029.64,High,682,TRUE,2021-05
POL008840,CUS003830,AGT0001,Home,21-08-2024,21-08-2025,528.27,Monthly,685000,Expired,18183.23,Medium,794,TRUE,2024-08
POL008841,CUS001022,AGT0130,Life,28-07-2021,28-07-2022,616.24,Quarterly,392000,Active,9704.72,Medium,465,TRUE,2021-07
POL008842,CUS006878,AGT0129,Auto,04-10-2024,04-10-2025,857.36,Monthly,106000,Active,3660.37,Medium,308,TRUE,2024-10
POL008843,CUS007966,AGT0038,Health,18-05-2023,17-05-2024,4211.77,Annual,33000,Active,645.42,Medium,655,FALSE,2023-05
POL008844,CUS009597,AGT0183,Life,27-05-2023,26-05-2024,721.28,Quarterly,51000,Active,2065.42,High,432,FALSE,2023-05
POL008845,CUS002055,AGT0126,Health,02-10-2023,01-10-2024,995.36,Monthly,94000,Active,2052.36,Low,790,FALSE,2023-10
POL008846,CUS004468,AGT0180,Life,10-01-2024,09-01-2025,1308.4,Quarterly,692000,Active,10349.9,Low,848,TRUE,2024-01
POL008847,CUS001422,AGT0009,Home,12-11-2022,12-11-2023,5192.16,Monthly,307000,Active,11161.06,Medium,391,TRUE,2022-11
POL008848,CUS004910,AGT0001,Travel,15-02-2020,14-02-2021,48.3,Monthly,17000,Active,464.95,Medium,652,TRUE,2020-02
POL008849,CUS004551,AGT0122,Auto,13-12-2023,12-12-2024,1208.09,Monthly,125000,Active,4989.31,Medium,755,TRUE,2023-12
POL008850,CUS006831,AGT0074,Travel,14-08-2024,14-08-2025,187.29,Monthly,38000,Active,1422.98,High,666,TRUE,2024-08
POL008851,CUS005247,AGT0100,Auto,01-11-2022,01-11-2023,71.16,Monthly,396000,Active,17334.08,Medium,578,TRUE,2022-11
POL008852,CUS006604,AGT0054,Travel,02-05-2020,02-05-2021,496.97,Quarterly,10000,Active,439.58,Low,352,FALSE,2020-05
POL008853,CUS007958,AGT0193,Travel,08-02-2023,08-02-2024,767.24,Quarterly,28000,Active,518.49,Low,497,FALSE,2023-02
POL008854,CUS007904,AGT0102,Travel,22-03-2023,21-03-2024,609.17,Monthly,44000,Active,589.73,Medium,328,TRUE,2023-03
POL008855,CUS009529,AGT0150,Life,01-10-2023,30-09-2024,493.64,Monthly,1622000,Active,60063.04,Low,362,TRUE,2023-10
POL008856,CUS001711,AGT0079,Travel,14-04-2022,14-04-2023,91.15,Monthly,28000,Active,1219.29,Low,372,TRUE,2022-04
POL008857,CUS005374,AGT0063,Auto,07-06-2022,07-06-2023,1783.72,Monthly,266000,Active,6017.42,Low,482,TRUE,2022-06
POL008858,CUS001953,AGT0199,Travel,02-04-2024,02-04-2025,74.54,Monthly,35000,Active,993.24,Medium,590,FALSE,2024-04
POL008859,CUS004253,AGT0140,Home,07-12-2022,07-12-2023,3414.7,Annual,633000,Canceled,21670.09,High,626,FALSE,2022-12
POL008860,CUS005703,AGT0033,Life,10-07-2021,10-07-2022,760.2,Monthly,1524000,Active,48010.15,Medium,582,TRUE,2021-07
POL008861,CUS002906,AGT0196,Life,11-06-2022,11-06-2023,532.2,Monthly,102000,Active,4366.16,Medium,686,TRUE,2022-06
POL008862,CUS009963,AGT0100,Home,05-07-2020,05-07-2021,2953.32,Monthly,722000,Active,11869.25,Medium,408,TRUE,2020-07
POL008863,CUS004106,AGT0192,Health,30-07-2020,30-07-2021,2232.16,Quarterly,76000,Expired,3733.61,Low,670,TRUE,2020-07
POL008864,CUS004941,AGT0014,Life,05-06-2023,04-06-2024,1078.11,Monthly,214000,Active,7431.89,Medium,780,TRUE,2023-06
POL008865,CUS001356,AGT0185,Auto,30-01-2021,30-01-2022,2507.8,Monthly,224000,Active,8201.82,High,515,TRUE,2021-01
POL008866,CUS006810,AGT0172,Auto,27-12-2023,26-12-2024,130,Monthly,475000,Canceled,18525.82,Medium,334,TRUE,2023-12
POL008867,CUS004825,AGT0153,Life,24-04-2024,24-04-2025,1550.94,Monthly,788000,Active,32836.91,Low,615,TRUE,2024-04
POL008868,CUS001458,AGT0062,Home,03-03-2023,02-03-2024,286.33,Monthly,907000,Active,38817.5,Medium,532,TRUE,2023-03
POL008869,CUS006717,AGT0055,Auto,22-09-2020,22-09-2021,263.56,Monthly,322000,Active,4164.36,High,574,TRUE,2020-09
POL008870,CUS008605,AGT0160,Travel,24-10-2020,24-10-2021,200.58,Monthly,25000,Canceled,347.19,Low,795,TRUE,2020-10
POL008871,CUS003973,AGT0164,Home,05-03-2022,05-03-2023,1246.17,Monthly,181000,Active,3146.18,Medium,661,TRUE,2022-03
POL008872,CUS002460,AGT0143,Life,10-04-2021,10-04-2022,1367.99,Monthly,1435000,Canceled,64480.64,Medium,841,FALSE,2021-04
POL008873,CUS009025,AGT0099,Health,26-07-2024,26-07-2025,10549.3,Monthly,13000,Canceled,306.06,High,757,TRUE,2024-07
POL008874,CUS002084,AGT0119,Home,05-11-2023,04-11-2024,4824.7,Quarterly,428000,Active,7391.71,Low,811,TRUE,2023-11
POL008875,CUS003559,AGT0169,Auto,27-03-2021,27-03-2022,3536.32,Monthly,278000,Active,12571.17,Medium,712,FALSE,2021-03
POL008876,CUS009658,AGT0153,Health,27-06-2021,27-06-2022,9568.12,Annual,28000,Active,411.9,Low,657,TRUE,2021-06
POL008877,CUS005643,AGT0142,Life,25-06-2023,24-06-2024,614.3,Monthly,655000,Expired,7424.95,Low,503,FALSE,2023-06
POL008878,CUS008192,AGT0008,Home,12-01-2023,12-01-2024,2590.26,Quarterly,395000,Active,11589.29,Medium,606,TRUE,2023-01
POL008879,CUS008510,AGT0154,Travel,30-11-2020,30-11-2021,462.15,Monthly,38000,Active,1444,High,392,TRUE,2020-11
POL008880,CUS001208,AGT0111,Home,21-06-2020,21-06-2021,746.92,Quarterly,174000,Active,6721.65,Low,669,TRUE,2020-06
POL008881,CUS007096,AGT0113,Home,01-10-2022,01-10-2023,4999.26,Annual,486000,Active,10175.33,High,348,FALSE,2022-10
POL008882,CUS005913,AGT0099,Home,27-04-2022,27-04-2023,1877.84,Annual,583000,Active,18271.64,Medium,760,TRUE,2022-04
POL008883,CUS009114,AGT0042,Life,22-05-2020,22-05-2021,1049.1,Monthly,1899000,Active,77422.13,High,801,FALSE,2020-05
POL008884,CUS000763,AGT0158,Health,12-01-2022,12-01-2023,1995.28,Monthly,75000,Active,1114.2,Low,556,TRUE,2022-01
POL008885,CUS006533,AGT0177,Health,07-08-2020,07-08-2021,2811.92,Monthly,77000,Active,850.6,Low,599,TRUE,2020-08
POL008886,CUS004876,AGT0054,Home,12-07-2020,12-07-2021,1748.11,Monthly,412000,Active,15206,Low,403,FALSE,2020-07
POL008887,CUS000623,AGT0061,Life,01-08-2024,01-08-2025,623.26,Quarterly,950000,Active,18897.74,Medium,507,TRUE,2024-08
POL008888,CUS004721,AGT0026,Home,08-05-2022,08-05-2023,3479.23,Quarterly,435000,Active,16587.66,Medium,790,TRUE,2022-05
POL008889,CUS003924,AGT0139,Home,04-09-2020,04-09-2021,2108.67,Monthly,554000,Active,8933.59,Medium,364,TRUE,2020-09
POL008890,CUS002127,AGT0181,Auto,20-06-2020,20-06-2021,2296.23,Monthly,177000,Canceled,3007.86,Medium,539,TRUE,2020-06
POL008891,CUS005453,AGT0044,Home,01-01-2021,01-01-2022,465.99,Monthly,205000,Expired,2694.2,Low,815,TRUE,2021-01
POL008892,CUS008557,AGT0009,Life,26-06-2024,26-06-2025,10.72,Monthly,1183000,Active,21924.37,Medium,348,TRUE,2024-06
POL008893,CUS006273,AGT0045,Life,11-05-2023,10-05-2024,710.05,Quarterly,1108000,Active,42726.96,Medium,300,FALSE,2023-05
POL008894,CUS002122,AGT0059,Home,27-04-2020,27-04-2021,637.16,Quarterly,159000,Active,6871.07,Low,649,TRUE,2020-04
POL008895,CUS006388,AGT0073,Auto,08-03-2024,08-03-2025,729.13,Monthly,303000,Active,14470.57,Medium,418,TRUE,2024-03
POL008896,CUS008340,AGT0061,Home,19-05-2022,19-05-2023,911.62,Quarterly,589000,Expired,11070.11,Medium,728,TRUE,2022-05
POL008897,CUS009666,AGT0014,Home,15-04-2022,15-04-2023,608.31,Monthly,564000,Canceled,9086.02,Medium,322,TRUE,2022-04
POL008898,CUS000596,AGT0077,Home,30-11-2021,30-11-2022,2388.46,Monthly,942000,Active,46920.19,Low,474,FALSE,2021-11
POL008899,CUS000979,AGT0054,Health,26-12-2020,26-12-2021,1066.59,Monthly,25000,Active,597.08,High,438,TRUE,2020-12
POL008900,CUS009949,AGT0093,Auto,06-06-2023,05-06-2024,453.85,Monthly,474000,Active,21609.45,Medium,444,TRUE,2023-06
POL008901,CUS003225,AGT0034,Life,01-02-2024,31-01-2025,1449.33,Monthly,95000,Active,2268.49,Medium,432,TRUE,2024-02
POL008902,CUS008710,AGT0174,Travel,03-08-2023,02-08-2024,250.02,Monthly,11000,Active,117.48,Medium,493,FALSE,2023-08
POL008903,CUS009787,AGT0024,Travel,30-09-2023,29-09-2024,438.27,Monthly,36000,Active,427.3,Medium,310,TRUE,2023-09
POL008904,CUS000884,AGT0087,Health,01-10-2024,01-10-2025,1761.27,Monthly,19000,Active,728.29,High,757,TRUE,2024-10
POL008905,CUS008181,AGT0095,Home,21-09-2022,21-09-2023,3098.11,Monthly,745000,Expired,8030.19,Medium,540,FALSE,2022-09
POL008906,CUS001621,AGT0026,Home,10-12-2022,10-12-2023,1889.47,Annual,126000,Active,2017.5,Medium,808,TRUE,2022-12
POL008907,CUS007709,AGT0065,Life,08-07-2022,08-07-2023,91.46,Quarterly,334000,Active,16400.16,Medium,822,TRUE,2022-07
POL008908,CUS008703,AGT0176,Auto,24-03-2024,24-03-2025,2070.34,Monthly,67000,Active,3188.57,Low,393,FALSE,2024-03
POL008909,CUS000912,AGT0161,Health,03-02-2022,03-02-2023,12409.63,Monthly,14000,Active,561.43,Medium,785,TRUE,2022-02
POL008910,CUS006617,AGT0111,Travel,06-06-2024,06-06-2025,607.24,Monthly,20000,Active,329.99,Medium,617,TRUE,2024-06
POL008911,CUS006132,AGT0177,Health,25-11-2023,24-11-2024,4465.36,Quarterly,19000,Active,798.84,High,560,TRUE,2023-11
POL008912,CUS006072,AGT0081,Auto,01-12-2022,01-12-2023,1054.91,Monthly,96000,Active,1929.04,Low,355,TRUE,2022-12
POL008913,CUS005170,AGT0153,Auto,16-03-2023,15-03-2024,1881.4,Quarterly,168000,Expired,8158.27,Medium,573,TRUE,2023-03
POL008914,CUS002050,AGT0071,Life,26-04-2023,25-04-2024,342.64,Monthly,1919000,Active,24840.99,Medium,688,FALSE,2023-04
POL008915,CUS001567,AGT0144,Home,06-05-2020,06-05-2021,4583.59,Annual,333000,Active,16169.38,Low,681,TRUE,2020-05
POL008916,CUS007073,AGT0169,Home,18-03-2021,18-03-2022,1215.74,Monthly,385000,Active,9586.18,Low,573,TRUE,2021-03
POL008917,CUS002560,AGT0099,Home,16-11-2024,16-11-2025,563.76,Quarterly,215000,Active,9428.34,Low,638,TRUE,2024-11
POL008918,CUS006285,AGT0170,Travel,16-07-2023,15-07-2024,259.44,Monthly,15000,Active,707.84,Low,747,FALSE,2023-07
POL008919,CUS000519,AGT0173,Home,20-04-2020,20-04-2021,1107.96,Quarterly,812000,Active,27841.04,High,332,TRUE,2020-04
POL008920,CUS001927,AGT0154,Life,17-06-2023,16-06-2024,1136.83,Monthly,1944000,Expired,22706.26,Low,659,TRUE,2023-06
POL008921,CUS003423,AGT0051,Auto,22-04-2024,22-04-2025,1727.56,Annual,319000,Expired,11495.61,Medium,389,TRUE,2024-04
POL008922,CUS003846,AGT0185,Auto,07-04-2020,07-04-2021,317.54,Annual,137000,Active,2493.54,Medium,488,FALSE,2020-04
POL008923,CUS007068,AGT0092,Travel,01-04-2021,01-04-2022,69.06,Monthly,40000,Active,1517.65,Medium,616,TRUE,2021-04
POL008924,CUS007767,AGT0105,Travel,31-07-2021,31-07-2022,216.85,Monthly,25000,Active,583.89,Medium,812,TRUE,2021-07
POL008925,CUS006857,AGT0017,Auto,24-12-2022,24-12-2023,305.14,Monthly,35000,Active,920.86,Medium,367,TRUE,2022-12
POL008926,CUS005020,AGT0138,Life,20-07-2021,20-07-2022,1833.35,Monthly,334000,Active,13223.04,Low,550,TRUE,2021-07
POL008927,CUS006997,AGT0174,Health,21-08-2024,21-08-2025,6154.87,Monthly,93000,Active,2437.15,Medium,841,TRUE,2024-08
POL008928,CUS000914,AGT0138,Life,03-08-2024,03-08-2025,928.77,Monthly,804000,Active,9582.38,Medium,375,TRUE,2024-08
POL008929,CUS002068,AGT0179,Auto,16-03-2024,16-03-2025,21.6,Monthly,100000,Active,2742.04,High,725,FALSE,2024-03
POL008930,CUS002557,AGT0059,Health,29-04-2020,29-04-2021,2126.62,Monthly,47000,Active,1835.82,Medium,592,TRUE,2020-04
POL008931,CUS004465,AGT0153,Travel,24-07-2023,23-07-2024,72.09,Quarterly,37000,Expired,1426.33,Low,531,TRUE,2023-07
POL008932,CUS004028,AGT0008,Life,09-02-2021,09-02-2022,753.02,Monthly,852000,Active,19729.88,High,329,FALSE,2021-02
POL008933,CUS005107,AGT0071,Travel,07-07-2024,07-07-2025,708.94,Monthly,38000,Expired,1770.86,Low,363,TRUE,2024-07
POL008934,CUS007233,AGT0182,Life,05-09-2023,04-09-2024,733.38,Monthly,1015000,Active,21133.71,Medium,785,TRUE,2023-09
POL008935,CUS000090,AGT0195,Health,03-04-2021,03-04-2022,1466.06,Quarterly,18000,Active,405.45,High,422,TRUE,2021-04
POL008936,CUS000035,AGT0115,Home,14-08-2022,14-08-2023,4270.83,Monthly,522000,Active,19334.14,Low,654,TRUE,2022-08
POL008937,CUS001697,AGT0135,Auto,28-07-2020,28-07-2021,515.13,Quarterly,478000,Active,5129.11,Medium,351,TRUE,2020-07
POL008938,CUS009735,AGT0044,Health,08-01-2025,08-01-2026,10456.14,Monthly,15000,Expired,504.51,Low,513,TRUE,2025-01
POL008939,CUS000502,AGT0109,Travel,11-08-2023,10-08-2024,299.79,Monthly,23000,Active,963.42,High,649,FALSE,2023-08
POL008940,CUS009096,AGT0191,Travel,23-07-2023,22-07-2024,243.39,Monthly,49000,Canceled,1613.45,Medium,840,FALSE,2023-07
POL008941,CUS003647,AGT0134,Health,27-07-2020,27-07-2021,5350.37,Annual,81000,Active,1344.08,Low,485,TRUE,2020-07
POL008942,CUS006913,AGT0130,Health,24-02-2024,23-02-2025,4986.11,Annual,30000,Active,845.66,Medium,780,FALSE,2024-02
POL008943,CUS002176,AGT0020,Travel,13-02-2021,13-02-2022,49.01,Monthly,24000,Expired,457.62,Medium,586,FALSE,2021-02
POL008944,CUS004897,AGT0114,Health,17-10-2023,16-10-2024,1528.82,Quarterly,78000,Active,1891.63,Low,784,TRUE,2023-10
POL008945,CUS001301,AGT0016,Auto,20-10-2020,20-10-2021,983.25,Quarterly,255000,Active,5168.84,Medium,568,TRUE,2020-10
POL008946,CUS000263,AGT0127,Travel,29-02-2024,28-02-2025,404.63,Annual,49000,Active,1003.79,Medium,603,TRUE,2024-02
POL008947,CUS005698,AGT0010,Home,19-11-2023,18-11-2024,2212.92,Monthly,245000,Active,8489.47,Low,541,TRUE,2023-11
POL008948,CUS009291,AGT0129,Travel,17-12-2021,17-12-2022,925.52,Monthly,26000,Active,559.46,Low,572,TRUE,2021-12
POL008949,CUS009373,AGT0081,Health,11-05-2020,11-05-2021,598.42,Monthly,81000,Active,3273.77,Low,488,TRUE,2020-05
POL008950,CUS001785,AGT0091,Auto,21-02-2022,21-02-2023,724.01,Quarterly,464000,Active,21349,Medium,758,TRUE,2022-02
POL008951,CUS008312,AGT0169,Home,13-12-2020,13-12-2021,3218.86,Quarterly,949000,Active,29477.08,Low,778,TRUE,2020-12
POL008952,CUS008038,AGT0011,Life,29-10-2021,29-10-2022,440.16,Monthly,1700000,Active,28622.67,High,739,FALSE,2021-10
POL008953,CUS003887,AGT0015,Health,20-02-2024,19-02-2025,9318.02,Quarterly,94000,Active,955.26,Low,363,TRUE,2024-02
POL008954,CUS008485,AGT0052,Health,16-06-2023,15-06-2024,1931.46,Monthly,69000,Active,2119.47,Low,594,FALSE,2023-06
POL008955,CUS007285,AGT0047,Auto,04-04-2023,03-04-2024,898.1,Monthly,476000,Active,18698.52,Medium,500,TRUE,2023-04
POL008956,CUS004293,AGT0178,Travel,20-01-2022,20-01-2023,597.51,Quarterly,45000,Active,1839.03,Medium,665,TRUE,2022-01
POL008957,CUS003143,AGT0194,Health,13-03-2023,12-03-2024,3531.11,Quarterly,100000,Expired,2404.3,Medium,799,TRUE,2023-03
POL008958,CUS006811,AGT0196,Home,26-06-2021,26-06-2022,708.95,Quarterly,222000,Active,4426.08,Low,413,FALSE,2021-06
POL008959,CUS000060,AGT0173,Auto,14-10-2024,14-10-2025,46.39,Quarterly,407000,Active,10427.29,Medium,521,TRUE,2024-10
POL008960,CUS002688,AGT0153,Home,05-10-2022,05-10-2023,2231.52,Monthly,770000,Active,20075.7,High,395,FALSE,2022-10
POL008961,CUS002093,AGT0025,Travel,05-04-2023,04-04-2024,873.3,Monthly,11000,Active,151.33,Medium,771,TRUE,2023-04
POL008962,CUS005277,AGT0178,Health,13-08-2022,13-08-2023,930.7,Monthly,33000,Active,953.19,Medium,778,FALSE,2022-08
POL008963,CUS002938,AGT0137,Health,09-05-2021,09-05-2022,6094.49,Quarterly,70000,Expired,2660.45,Low,773,TRUE,2021-05
POL008964,CUS000565,AGT0139,Health,05-12-2022,05-12-2023,7119.56,Monthly,13000,Active,585.23,Medium,315,TRUE,2022-12
POL008965,CUS005619,AGT0028,Auto,02-11-2020,02-11-2021,306.96,Annual,168000,Active,6669.74,Medium,341,TRUE,2020-11
POL008966,CUS001369,AGT0100,Health,12-12-2021,12-12-2022,4718.97,Monthly,58000,Active,1953.82,Medium,811,TRUE,2021-12
POL008967,CUS002287,AGT0147,Auto,02-04-2022,02-04-2023,1773.11,Quarterly,74000,Active,890.35,Low,682,FALSE,2022-04
POL008968,CUS001217,AGT0038,Health,07-07-2021,07-07-2022,5852.53,Monthly,21000,Expired,918.3,Medium,601,FALSE,2021-07
POL008969,CUS002102,AGT0040,Travel,26-07-2023,25-07-2024,259.38,Quarterly,38000,Expired,784.2,High,400,TRUE,2023-07
POL008970,CUS000376,AGT0040,Travel,28-02-2021,28-02-2022,122.49,Monthly,40000,Active,1453.12,Medium,483,TRUE,2021-02
POL008971,CUS008204,AGT0164,Life,26-12-2021,26-12-2022,380.97,Monthly,1828000,Active,87994,Medium,527,TRUE,2021-12
POL008972,CUS007832,AGT0064,Auto,20-07-2020,20-07-2021,1705.04,Monthly,362000,Active,4849.44,Low,559,FALSE,2020-07
POL008973,CUS009753,AGT0129,Auto,27-08-2022,27-08-2023,165.08,Monthly,46000,Active,1092.92,Medium,634,TRUE,2022-08
POL008974,CUS004266,AGT0114,Health,15-01-2020,14-01-2021,4888.11,Monthly,26000,Active,500.93,Medium,427,TRUE,2020-01
POL008975,CUS005987,AGT0033,Auto,24-05-2022,24-05-2023,2001.31,Quarterly,398000,Expired,9936.45,High,424,TRUE,2022-05
POL008976,CUS006192,AGT0120,Home,07-05-2020,07-05-2021,1121.27,Quarterly,616000,Active,30291.43,Medium,709,TRUE,2020-05
POL008977,CUS005008,AGT0085,Travel,22-03-2022,22-03-2023,115.19,Monthly,36000,Expired,1008.99,Medium,663,TRUE,2022-03
POL008978,CUS008560,AGT0179,Home,24-04-2021,24-04-2022,2772.92,Monthly,183000,Expired,2955.47,Low,504,TRUE,2021-04
POL008979,CUS005112,AGT0138,Health,03-03-2020,03-03-2021,5343.81,Monthly,38000,Active,1685.48,Medium,567,FALSE,2020-03
POL008980,CUS003292,AGT0172,Travel,13-05-2021,13-05-2022,643.88,Monthly,39000,Active,1024.6,Low,638,TRUE,2021-05
POL008981,CUS004387,AGT0182,Life,07-08-2022,07-08-2023,174.08,Monthly,1106000,Active,46955.82,Medium,596,TRUE,2022-08
POL008982,CUS001477,AGT0084,Auto,14-09-2023,13-09-2024,2240.37,Quarterly,98000,Active,3041.63,Medium,440,FALSE,2023-09
POL008983,CUS009616,AGT0172,Auto,11-09-2021,11-09-2022,875.4,Monthly,87000,Active,2393.42,Low,720,TRUE,2021-09
POL008984,CUS003940,AGT0156,Home,21-07-2021,21-07-2022,636.22,Monthly,126000,Expired,2936.94,Medium,699,FALSE,2021-07
POL008985,CUS001723,AGT0112,Life,31-07-2022,31-07-2023,1214.06,Monthly,1180000,Expired,54030.9,Low,658,FALSE,2022-07
POL008986,CUS003107,AGT0198,Home,11-09-2020,11-09-2021,2764.35,Monthly,315000,Active,12647.12,Medium,603,TRUE,2020-09
POL008987,CUS000839,AGT0107,Health,23-04-2020,23-04-2021,7802.27,Monthly,75000,Expired,2519.99,Medium,774,TRUE,2020-04
POL008988,CUS005580,AGT0092,Auto,07-05-2024,07-05-2025,1656.18,Monthly,292000,Active,7518.37,Medium,498,FALSE,2024-05
POL008989,CUS002621,AGT0042,Travel,06-11-2020,06-11-2021,170.33,Monthly,40000,Expired,1284.73,Medium,487,FALSE,2020-11
POL008990,CUS009637,AGT0022,Travel,27-06-2024,27-06-2025,38.46,Monthly,9000,Active,345.9,Medium,588,TRUE,2024-06
POL008991,CUS006595,AGT0077,Life,24-11-2023,23-11-2024,1118.83,Quarterly,891000,Canceled,31460.36,Medium,657,TRUE,2023-11
POL008992,CUS003518,AGT0134,Life,08-07-2023,07-07-2024,742.37,Monthly,1114000,Active,19222.2,Medium,309,FALSE,2023-07
POL008993,CUS007706,AGT0105,Home,28-06-2021,28-06-2022,1855.05,Monthly,308000,Active,12726.99,Medium,698,TRUE,2021-06
POL008994,CUS009379,AGT0112,Auto,07-07-2020,07-07-2021,2851.35,Monthly,145000,Active,6018.45,Low,790,TRUE,2020-07
POL008995,CUS003828,AGT0134,Life,02-07-2021,02-07-2022,446.48,Monthly,1272000,Active,45741.55,High,716,TRUE,2021-07
POL008996,CUS009062,AGT0123,Auto,04-03-2020,04-03-2021,2285.21,Monthly,250000,Active,9921.23,Medium,555,TRUE,2020-03
POL008997,CUS009619,AGT0111,Travel,16-01-2023,16-01-2024,301.34,Quarterly,41000,Active,1160.9,Medium,631,TRUE,2023-01
POL008998,CUS005042,AGT0149,Auto,22-10-2021,22-10-2022,445.87,Quarterly,500000,Active,16473.47,Medium,382,TRUE,2021-10
POL008999,CUS008550,AGT0041,Travel,02-01-2023,02-01-2024,483.27,Quarterly,36000,Active,831.78,High,693,TRUE,2023-01
POL009000,CUS001382,AGT0167,Travel,25-08-2020,25-08-2021,212.17,Monthly,16000,Active,421.7,Medium,816,FALSE,2020-08
POL009001,CUS002929,AGT0122,Home,17-05-2021,17-05-2022,136.71,Monthly,167000,Active,1896.35,Medium,586,FALSE,2021-05
POL009002,CUS002098,AGT0047,Travel,25-04-2020,25-04-2021,145.39,Monthly,27000,Active,1231.12,Medium,643,TRUE,2020-04
