SalesID,AgentID,YearMonth,NumPoliciesSold,TotalPremiumAmount,TargetAmount,Achievement,Commissions,LeadCount,ConversionRate,CustomerMeetings,SalesActivityScore
SLS006030,AGT0098,2023-05,1,619.03,101712,0.61,66.24,63,0.34,16,67.71
SLS006031,AGT0098,2023-06,1,3638.33,115346,3.15,222.43,85,0.23,20,83.03
SLS006032,AGT0098,2023-07,0,0.0,70086,0.0,0.0,97,0.27,14,65.84
SLS006033,AGT0098,2023-08,2,4770.49,91734,5.2,700.17,94,0.19,28,89.46
SLS006034,AGT0098,2023-09,0,0.0,93789,0.0,0.0,68,0.18,6,77.91
SLS006035,AGT0098,2023-10,2,196.56,196865,0.1,13.0,41,0.24,22,64.27
SLS006036,AGT0098,2023-11,0,0.0,126745,0.0,0.0,52,0.13,29,82.17
SLS006037,AGT0098,2023-12,3,1069.81,100302,1.07,104.23,75,0.31,20,79.92
SLS006038,AGT0098,2024-01,1,960.68,114707,0.84,54.17,10,0.37,23,76.51
SLS006039,AGT0099,2019-01,0,0.0,197132,0.0,0.0,81,0.3,5,73.77
SLS006040,AGT0099,2019-02,0,0.0,127379,0.0,0.0,42,0.28,21,64.45
SLS006041,AGT0099,2019-03,0,0.0,57515,0.0,0.0,16,0.14,24,79.05
SLS006042,AGT0099,2019-04,0,0.0,65734,0.0,0.0,94,0.38,19,91.63
SLS006043,AGT0099,2019-05,0,0.0,86117,0.0,0.0,33,0.24,17,63.85
SLS006044,AGT0099,2019-06,0,0.0,148326,0.0,0.0,50,0.15,15,93.12
SLS006045,AGT0099,2019-07,0,0.0,198111,0.0,0.0,27,0.25,18,91.1
SLS006046,AGT0099,2019-08,0,0.0,106808,0.0,0.0,32,0.14,16,88.49
SLS006047,AGT0099,2019-09,0,0.0,96178,0.0,0.0,66,0.29,14,89.62
SLS006048,AGT0099,2019-10,0,0.0,197992,0.0,0.0,24,0.14,24,82.99
SLS006049,AGT0099,2019-11,0,0.0,93394,0.0,0.0,90,0.12,15,74.82
SLS006050,AGT0099,2019-12,0,0.0,197501,0.0,0.0,65,0.32,9,95.18
SLS006051,AGT0099,2020-01,1,733.38,138185,0.53,41.51,93,0.34,26,86.92
SLS006052,AGT0099,2020-02,3,1568.83,97608,1.61,170.87,79,0.26,9,94.44
SLS006053,AGT0099,2020-03,3,4705.74,121669,3.87,458.55,74,0.23,29,96.48
SLS006054,AGT0099,2020-04,0,0.0,183267,0.0,0.0,76,0.36,16,60.24
SLS006055,AGT0099,2020-05,2,1647.46,123882,1.33,87.97,45,0.37,11,71.39
SLS006056,AGT0099,2020-06,2,5205.99,111932,4.65,396.04,38,0.3,22,63.1
SLS006057,AGT0099,2020-07,2,2041.73,63570,3.21,283.96,35,0.24,17,61.51
SLS006058,AGT0099,2020-08,0,0.0,151273,0.0,0.0,22,0.35,5,83.63
SLS006059,AGT0099,2020-09,2,1462.26,159884,0.91,129.21,33,0.3,8,91.96
SLS006060,AGT0099,2020-10,3,6010.589999999999,85593,7.02,705.11,90,0.35,12,66.09
SLS006061,AGT0099,2020-11,3,2810.52,165513,1.7,347.72,68,0.16,17,75.04
SLS006062,AGT0099,2020-12,2,11212.95,138113,8.12,1534.38,11,0.26,23,99.64
SLS006063,AGT0099,2021-01,3,6138.22,132816,4.62,866.25,25,0.3,5,97.75
SLS006064,AGT0099,2021-02,0,0.0,93114,0.0,0.0,78,0.14,23,83.47
SLS006065,AGT0099,2021-03,0,0.0,169419,0.0,0.0,35,0.19,25,63.55
SLS006066,AGT0099,2021-04,2,9533.49,84790,11.24,582.26,32,0.31,18,97.98
SLS006067,AGT0099,2021-05,4,13828.25,199804,6.92,1749.0,75,0.36,18,72.54
SLS006068,AGT0099,2021-06,2,4434.94,135216,3.28,374.46,40,0.19,25,98.69
SLS006069,AGT0099,2021-07,1,1344.74,110663,1.22,72.75,94,0.25,21,61.62
SLS006070,AGT0099,2021-08,3,3594.42,71105,5.06,274.28,46,0.2,12,80.52
SLS006071,AGT0099,2021-09,3,2231.26,104940,2.13,270.4,99,0.28,18,85.82
SLS006072,AGT0099,2021-10,0,0.0,54131,0.0,0.0,96,0.21,9,87.36
SLS006073,AGT0099,2021-11,4,8732.23,73678,11.85,1137.5,98,0.13,16,72.29
SLS006074,AGT0099,2021-12,3,14195.62,175488,8.09,1701.22,75,0.32,6,72.79
SLS006075,AGT0099,2022-01,1,1668.23,78604,2.12,198.13,25,0.19,28,60.09
SLS006076,AGT0099,2022-02,0,0.0,149480,0.0,0.0,33,0.11,16,89.25
SLS006077,AGT0099,2022-03,1,6813.57,193410,3.52,490.09,55,0.1,6,71.56
SLS006078,AGT0099,2022-04,2,2965.92,184577,1.61,159.41,76,0.23,18,62.01
SLS006079,AGT0099,2022-05,2,7411.24,159686,4.64,552.59,71,0.11,9,94.56
SLS006080,AGT0099,2022-06,1,1153.19,179552,0.64,63.02,78,0.14,8,75.21
SLS006081,AGT0099,2022-07,1,262.3,91605,0.29,19.3,40,0.17,19,73.91
SLS006082,AGT0099,2022-08,2,11191.4,168609,6.64,688.91,25,0.3,26,95.96
SLS006083,AGT0099,2022-09,0,0.0,104560,0.0,0.0,48,0.3,22,66.67
SLS006084,AGT0099,2022-10,1,1095.34,58738,1.86,148.39,10,0.24,14,97.77
SLS006085,AGT0099,2022-11,5,8380.56,199696,4.2,824.78,23,0.38,6,76.0
SLS006086,AGT0099,2022-12,3,14202.68,133196,10.66,1839.52,12,0.37,18,74.95
SLS006087,AGT0099,2023-01,1,1196.67,196828,0.61,122.9,95,0.18,28,94.8
SLS006088,AGT0099,2023-02,2,117.27,174784,0.07,13.2,60,0.38,26,76.46
SLS006089,AGT0099,2023-03,2,3719.18,94877,3.92,514.01,92,0.23,9,87.32
SLS006090,AGT0099,2023-04,2,1998.44,129831,1.54,253.76,74,0.18,7,96.18
SLS006091,AGT0099,2023-05,5,9692.77,187506,5.17,1325.27,92,0.4,5,90.09
SLS006092,AGT0099,2023-06,0,0.0,164365,0.0,0.0,74,0.27,11,69.23
SLS006093,AGT0099,2023-07,2,3445.28,83358,4.13,298.5,45,0.26,28,92.86
SLS006094,AGT0099,2023-08,4,4958.29,198051,2.5,593.53,92,0.12,19,93.2
SLS006095,AGT0099,2023-09,1,1169.9,75316,1.55,94.05,45,0.31,12,67.68
SLS006096,AGT0099,2023-10,1,1693.67,159222,1.06,159.85,18,0.17,8,73.09
SLS006097,AGT0099,2023-11,0,0.0,198238,0.0,0.0,65,0.14,27,88.6
SLS006098,AGT0099,2023-12,4,7270.9400000000005,89987,8.08,948.02,18,0.26,11,82.51
SLS006099,AGT0099,2024-01,0,0.0,113924,0.0,0.0,87,0.25,28,94.33
SLS006100,AGT0100,2019-01,0,0.0,140271,0.0,0.0,87,0.13,15,72.72
SLS006101,AGT0100,2019-02,0,0.0,176525,0.0,0.0,91,0.15,5,84.75
SLS006102,AGT0100,2019-03,0,0.0,66545,0.0,0.0,70,0.19,9,97.76
SLS006103,AGT0100,2019-04,0,0.0,149048,0.0,0.0,12,0.25,17,88.78
SLS006104,AGT0100,2019-05,0,0.0,150997,0.0,0.0,25,0.23,15,87.03
SLS006105,AGT0100,2019-06,0,0.0,195898,0.0,0.0,47,0.11,14,97.77
SLS006106,AGT0100,2019-07,0,0.0,113306,0.0,0.0,89,0.28,25,73.77
SLS006107,AGT0100,2019-08,0,0.0,136783,0.0,0.0,78,0.39,13,77.36
SLS006108,AGT0100,2019-09,0,0.0,167525,0.0,0.0,65,0.32,24,91.91
SLS006109,AGT0100,2019-10,0,0.0,79678,0.0,0.0,82,0.15,15,65.49
SLS006110,AGT0100,2019-11,0,0.0,59909,0.0,0.0,10,0.36,26,60.66
SLS006111,AGT0100,2019-12,0,0.0,56752,0.0,0.0,64,0.18,9,90.35
SLS006112,AGT0100,2020-01,2,6420.72,174139,3.69,677.93,19,0.19,24,97.96
SLS006113,AGT0100,2020-02,5,13183.86,91879,14.35,1140.68,71,0.12,22,85.0
SLS006114,AGT0100,2020-03,2,12964.460000000001,150701,8.6,1107.82,81,0.28,14,64.05
SLS006115,AGT0100,2020-04,0,0.0,195462,0.0,0.0,41,0.22,11,77.5
SLS006116,AGT0100,2020-05,1,217.66,146486,0.15,27.86,17,0.32,27,63.22
SLS006117,AGT0100,2020-06,2,4700.79,151428,3.1,511.21,62,0.14,24,84.57
SLS006118,AGT0100,2020-07,2,4657.59,182061,2.56,504.02,80,0.27,15,83.07
SLS006119,AGT0100,2020-08,5,15180.48,139307,10.9,2041.0,78,0.21,12,64.17
SLS006120,AGT0100,2020-09,2,4796.85,151347,3.17,459.96,80,0.26,26,67.46
SLS006121,AGT0100,2020-10,1,798.52,152328,0.52,45.35,15,0.16,11,62.55
SLS006122,AGT0100,2020-11,1,671.54,93532,0.72,46.13,47,0.31,11,72.74
SLS006123,AGT0100,2020-12,0,0.0,69062,0.0,0.0,19,0.23,23,75.46
SLS006124,AGT0100,2021-01,2,217.92000000000002,76574,0.28,29.23,31,0.39,17,73.59
SLS006125,AGT0100,2021-02,1,2426.16,81540,2.98,145.84,58,0.36,27,81.87
SLS006126,AGT0100,2021-03,0,0.0,151336,0.0,0.0,97,0.23,9,90.33
SLS006127,AGT0100,2021-04,0,0.0,130377,0.0,0.0,23,0.21,9,76.9
SLS006128,AGT0100,2021-05,5,16137.89,181222,8.91,976.29,38,0.27,6,84.05
SLS006129,AGT0100,2021-06,3,1277.4,162169,0.79,153.97,63,0.13,19,73.87
SLS006130,AGT0100,2021-07,4,8345.93,55613,15.01,565.17,37,0.16,14,76.02
SLS006131,AGT0100,2021-08,2,3319.19,112993,2.94,277.82,11,0.18,19,87.13
SLS006132,AGT0100,2021-09,0,0.0,114981,0.0,0.0,41,0.25,21,67.24
SLS006133,AGT0100,2021-10,1,4701.98,93239,5.04,293.1,13,0.31,25,75.65
SLS006134,AGT0100,2021-11,2,4804.08,150218,3.2,463.4,33,0.23,5,73.08
SLS006135,AGT0100,2021-12,2,6189.04,135656,4.56,703.34,18,0.17,13,64.47
SLS006136,AGT0100,2022-01,0,0.0,105568,0.0,0.0,96,0.24,11,64.24
SLS006137,AGT0100,2022-02,0,0.0,163218,0.0,0.0,52,0.26,29,66.38
SLS006138,AGT0100,2022-03,2,10653.61,162881,6.54,648.96,21,0.15,8,81.94
SLS006139,AGT0100,2022-04,2,462.82,171924,0.27,62.16,16,0.23,5,70.99
SLS006140,AGT0100,2022-05,1,2581.47,160877,1.6,302.9,63,0.27,28,72.27
SLS006141,AGT0100,2022-06,3,4265.66,163831,2.6,345.52,92,0.24,8,89.81
SLS006142,AGT0100,2022-07,2,10617.89,68253,15.56,595.85,74,0.18,24,87.67
SLS006143,AGT0100,2022-08,4,7234.24,195052,3.71,579.18,23,0.33,9,63.82
SLS006144,AGT0100,2022-09,3,3805.2499999999995,153763,2.47,335.58,47,0.22,19,64.88
SLS006145,AGT0100,2022-10,2,1476.42,63541,2.32,128.04,34,0.37,22,79.26
SLS006146,AGT0100,2022-11,3,9505.18,62763,15.14,1156.64,89,0.15,8,84.99
SLS006147,AGT0100,2022-12,3,2712.66,174307,1.56,267.37,46,0.23,6,72.32
SLS006148,AGT0100,2023-01,1,60.19,108085,0.06,5.66,54,0.39,29,85.45
SLS006149,AGT0100,2023-02,0,0.0,189884,0.0,0.0,80,0.29,16,88.6
SLS006150,AGT0100,2023-03,0,0.0,87313,0.0,0.0,16,0.19,27,86.12
SLS006151,AGT0100,2023-04,6,16329.06,134256,12.16,2386.31,20,0.36,8,78.32
SLS006152,AGT0100,2023-05,2,4950.37,65732,7.53,327.11,70,0.2,21,74.76
SLS006153,AGT0100,2023-06,1,1405.6,149430,0.94,181.54,54,0.27,21,74.0
SLS006154,AGT0100,2023-07,1,177.67,106478,0.17,18.48,16,0.31,14,65.35
SLS006155,AGT0100,2023-08,2,2928.3500000000004,184276,1.59,434.87,81,0.34,21,79.75
SLS006156,AGT0100,2023-09,1,200.11,177638,0.11,18.37,14,0.13,24,73.89
SLS006157,AGT0100,2023-10,3,8268.3,73475,11.25,556.3,57,0.23,20,94.53
SLS006158,AGT0100,2023-11,2,2654.07,80660,3.29,292.2,57,0.38,25,97.08
SLS006159,AGT0100,2023-12,1,5012.65,57339,8.74,705.06,91,0.34,17,93.86
SLS006160,AGT0100,2024-01,4,1135.52,143011,0.79,143.72,92,0.2,13,94.53
SLS006161,AGT0101,2019-01,0,0.0,51951,0.0,0.0,81,0.18,15,92.29
SLS006162,AGT0101,2019-02,0,0.0,197372,0.0,0.0,61,0.29,29,81.4
SLS006163,AGT0101,2019-03,0,0.0,129431,0.0,0.0,27,0.34,9,88.99
SLS006164,AGT0101,2019-04,0,0.0,139499,0.0,0.0,86,0.14,23,68.36
SLS006165,AGT0101,2019-05,0,0.0,79742,0.0,0.0,20,0.33,11,68.6
SLS006166,AGT0101,2019-06,0,0.0,128221,0.0,0.0,45,0.34,23,91.15
SLS006167,AGT0101,2019-07,0,0.0,198471,0.0,0.0,20,0.12,25,77.62
SLS006168,AGT0101,2019-08,0,0.0,61603,0.0,0.0,60,0.12,25,99.84
SLS006169,AGT0101,2019-09,0,0.0,105311,0.0,0.0,95,0.25,15,91.98
SLS006170,AGT0101,2019-10,0,0.0,153127,0.0,0.0,39,0.22,22,88.68
SLS006171,AGT0101,2019-11,0,0.0,114620,0.0,0.0,37,0.23,18,88.54
SLS006172,AGT0101,2019-12,0,0.0,191897,0.0,0.0,22,0.14,21,66.15
SLS006173,AGT0101,2020-01,1,173.31,131165,0.13,15.03,75,0.24,17,92.52
SLS006174,AGT0101,2020-02,1,335.11,64332,0.52,33.17,21,0.29,25,90.81
SLS006175,AGT0101,2020-03,1,657.2,164543,0.4,43.18,37,0.21,20,96.7
SLS006176,AGT0101,2020-04,1,2765.02,68210,4.05,308.61,19,0.34,5,63.47
SLS006177,AGT0101,2020-05,0,0.0,112811,0.0,0.0,15,0.14,6,65.7
SLS006178,AGT0101,2020-06,4,5520.14,97278,5.67,403.25,47,0.12,11,97.2
SLS006179,AGT0101,2020-07,3,1622.1,59741,2.72,116.73,18,0.13,12,70.1
SLS006180,AGT0101,2020-08,3,7217.6,177256,4.07,769.4,98,0.22,12,61.92
SLS006181,AGT0101,2020-09,0,0.0,68599,0.0,0.0,14,0.34,18,85.1
SLS006182,AGT0101,2020-10,0,0.0,133896,0.0,0.0,61,0.17,9,79.55
SLS006183,AGT0101,2020-11,2,1083.05,141748,0.76,81.72,19,0.39,6,99.83
SLS006184,AGT0101,2020-12,1,249.51,120375,0.21,24.88,17,0.33,27,80.19
SLS006185,AGT0101,2021-01,1,389.69,79704,0.49,36.39,94,0.38,18,71.18
SLS006186,AGT0101,2021-02,2,1400.43,150700,0.93,109.54,28,0.19,16,88.27
SLS006187,AGT0101,2021-03,4,7935.43,56117,14.14,1152.35,29,0.17,20,88.08
SLS006188,AGT0101,2021-04,2,1599.45,113576,1.41,178.62,63,0.32,8,89.1
SLS006189,AGT0101,2021-05,3,12919.43,74680,17.3,1083.78,61,0.3,20,64.47
SLS006190,AGT0101,2021-06,2,3002.54,170225,1.76,314.32,66,0.27,20,61.78
SLS006191,AGT0101,2021-07,1,2143.99,117142,1.83,210.32,25,0.28,7,79.84
SLS006192,AGT0101,2021-08,1,1992.38,99134,2.01,152.05,34,0.26,21,97.89
SLS006193,AGT0101,2021-09,0,0.0,57006,0.0,0.0,79,0.36,16,79.09
SLS006194,AGT0101,2021-10,4,9856.51,174599,5.65,551.21,86,0.21,6,70.87
SLS006195,AGT0101,2021-11,4,18423.02,62944,29.27,2092.41,50,0.33,8,99.73
SLS006196,AGT0101,2021-12,3,4922.0599999999995,181537,2.71,270.47,99,0.28,12,61.64
SLS006197,AGT0101,2022-01,4,5345.63,93450,5.72,485.74,59,0.11,22,66.4
SLS006198,AGT0101,2022-02,2,3860.5,91358,4.23,264.03,68,0.36,27,73.23
SLS006199,AGT0101,2022-03,0,0.0,199832,0.0,0.0,67,0.35,11,80.0
SLS006200,AGT0101,2022-04,3,2667.05,64555,4.13,171.77,69,0.21,7,91.78
SLS006201,AGT0101,2022-05,4,10118.31,75722,13.36,798.44,29,0.28,20,73.65
SLS006202,AGT0101,2022-06,0,0.0,132248,0.0,0.0,25,0.17,26,62.48
SLS006203,AGT0101,2022-07,3,4662.0599999999995,60711,7.68,305.0,45,0.21,16,78.45
SLS006204,AGT0101,2022-08,4,1741.3,70206,2.48,169.52,80,0.21,9,96.63
SLS006205,AGT0101,2022-09,1,2542.62,63941,3.98,352.07,68,0.12,29,81.37
SLS006206,AGT0101,2022-10,4,8364.3,195568,4.28,1130.33,74,0.16,18,64.97
SLS006207,AGT0101,2022-11,2,3645.38,132637,2.75,406.01,18,0.22,29,72.32
SLS006208,AGT0101,2022-12,2,1714.55,173789,0.99,237.44,54,0.34,10,69.77
SLS006209,AGT0101,2023-01,2,624.6,76038,0.82,58.12,28,0.14,9,73.65
SLS006210,AGT0101,2023-02,0,0.0,194813,0.0,0.0,89,0.38,26,77.96
SLS006211,AGT0101,2023-03,4,3889.32,147372,2.64,366.19,73,0.23,5,95.91
SLS006212,AGT0101,2023-04,2,3464.6099999999997,103808,3.34,487.96,11,0.22,10,87.23
SLS006213,AGT0101,2023-05,2,3997.0199999999995,123835,3.23,395.75,29,0.37,25,72.4
SLS006214,AGT0101,2023-06,0,0.0,137587,0.0,0.0,93,0.13,27,71.99
SLS006215,AGT0101,2023-07,2,4428.56,191398,2.31,489.64,10,0.16,19,87.66
SLS006216,AGT0101,2023-08,3,9515.28,172967,5.5,617.83,52,0.11,21,79.9
SLS006217,AGT0101,2023-09,0,0.0,63479,0.0,0.0,13,0.34,13,81.31
SLS006218,AGT0101,2023-10,2,9656.26,60969,15.84,991.99,61,0.29,27,68.72
SLS006219,AGT0101,2023-11,0,0.0,131978,0.0,0.0,45,0.32,25,68.45
SLS006220,AGT0101,2023-12,2,579.05,53877,1.07,56.13,70,0.29,25,62.98
SLS006221,AGT0101,2024-01,0,0.0,187965,0.0,0.0,47,0.34,24,83.48
SLS006222,AGT0102,2019-01,0,0.0,61261,0.0,0.0,24,0.28,16,86.36
SLS006223,AGT0102,2019-02,0,0.0,169554,0.0,0.0,38,0.18,18,91.14
SLS006224,AGT0102,2019-03,0,0.0,78771,0.0,0.0,76,0.22,28,61.58
SLS006225,AGT0102,2019-04,0,0.0,50541,0.0,0.0,94,0.22,23,79.25
SLS006226,AGT0102,2019-05,0,0.0,58406,0.0,0.0,37,0.28,20,75.49
SLS006227,AGT0102,2019-06,0,0.0,106922,0.0,0.0,32,0.37,24,60.56
SLS006228,AGT0102,2019-07,0,0.0,112641,0.0,0.0,78,0.24,23,75.47
SLS006229,AGT0102,2019-08,0,0.0,171374,0.0,0.0,57,0.19,7,98.24
SLS006230,AGT0102,2019-09,0,0.0,81656,0.0,0.0,79,0.16,17,75.44
SLS006231,AGT0102,2019-10,0,0.0,199350,0.0,0.0,18,0.37,5,82.89
SLS006232,AGT0102,2019-11,0,0.0,147690,0.0,0.0,21,0.13,26,97.05
SLS006233,AGT0102,2019-12,0,0.0,74389,0.0,0.0,37,0.37,18,91.4
SLS006234,AGT0102,2020-01,1,766.02,155305,0.49,51.09,68,0.24,28,85.03
SLS006235,AGT0102,2020-02,0,0.0,160025,0.0,0.0,59,0.13,25,86.87
SLS006236,AGT0102,2020-03,0,0.0,81625,0.0,0.0,95,0.13,17,80.83
SLS006237,AGT0102,2020-04,3,9379.38,135778,6.91,1149.28,94,0.3,5,72.12
SLS006238,AGT0102,2020-05,3,1984.73,129428,1.53,290.24,39,0.15,5,77.03
SLS006239,AGT0102,2020-06,0,0.0,150046,0.0,0.0,64,0.12,21,67.91
SLS006240,AGT0102,2020-07,0,0.0,52313,0.0,0.0,34,0.18,14,71.37
SLS006241,AGT0102,2020-08,2,1839.02,171369,1.07,193.74,81,0.18,9,79.78
SLS006242,AGT0102,2020-09,1,373.56,98457,0.38,30.42,36,0.17,9,61.12
SLS006243,AGT0102,2020-10,1,1180.65,173729,0.68,173.06,28,0.15,24,86.5
SLS006244,AGT0102,2020-11,2,8494.94,163514,5.2,628.62,42,0.34,23,80.1
SLS006245,AGT0102,2020-12,0,0.0,141418,0.0,0.0,64,0.36,25,86.1
SLS006246,AGT0102,2021-01,1,525.74,130228,0.4,63.52,42,0.3,22,61.23
SLS006247,AGT0102,2021-02,1,511.53,131758,0.39,26.43,11,0.25,5,84.89
SLS006248,AGT0102,2021-03,1,2081.33,199110,1.05,188.94,86,0.15,29,69.33
SLS006249,AGT0102,2021-04,0,0.0,150555,0.0,0.0,60,0.25,25,61.79
SLS006250,AGT0102,2021-05,3,4274.6900000000005,89963,4.75,379.16,76,0.39,26,86.45
SLS006251,AGT0102,2021-06,1,1188.5,69622,1.71,150.65,96,0.15,28,77.85
SLS006252,AGT0102,2021-07,2,1975.19,73533,2.69,156.76,31,0.16,18,65.2
SLS006253,AGT0102,2021-08,1,1768.67,191920,0.92,148.0,49,0.25,19,98.74
SLS006254,AGT0102,2021-09,2,1368.33,116283,1.18,117.9,37,0.35,13,91.92
SLS006255,AGT0102,2021-10,1,766.04,191816,0.4,38.47,12,0.23,10,95.83
SLS006256,AGT0102,2021-11,3,2428.5,183231,1.33,281.12,24,0.33,25,90.29
SLS006257,AGT0102,2021-12,1,235.26,73662,0.32,13.05,99,0.15,29,75.27
SLS006258,AGT0102,2022-01,0,0.0,144015,0.0,0.0,97,0.17,22,67.29
SLS006259,AGT0102,2022-02,2,54.379999999999995,65386,0.08,4.89,42,0.27,15,88.26
SLS006260,AGT0102,2022-03,0,0.0,195337,0.0,0.0,62,0.11,11,88.02
SLS006261,AGT0102,2022-04,1,353.17,199682,0.18,40.62,27,0.14,6,88.43
SLS006262,AGT0102,2022-05,2,4902.160000000001,73880,6.64,589.59,18,0.12,9,99.58
SLS006263,AGT0102,2022-06,1,172.77,134484,0.13,9.88,64,0.14,6,94.33
SLS006264,AGT0102,2022-07,4,3546.9,51029,6.95,445.0,25,0.34,7,70.99
SLS006265,AGT0102,2022-08,2,2092.02,104997,1.99,259.09,95,0.15,7,76.78
SLS006266,AGT0102,2022-09,1,421.66,197029,0.21,55.01,72,0.39,25,97.06
SLS006267,AGT0102,2022-10,2,1059.22,97781,1.08,133.2,39,0.29,8,65.9
SLS006268,AGT0102,2022-11,2,269.34000000000003,118507,0.23,38.24,98,0.2,10,82.61
SLS006269,AGT0102,2022-12,0,0.0,119513,0.0,0.0,32,0.18,14,60.74
SLS006270,AGT0102,2023-01,0,0.0,56688,0.0,0.0,30,0.31,7,91.76
SLS006271,AGT0102,2023-02,1,212.99,115721,0.18,20.54,59,0.25,8,67.5
SLS006272,AGT0102,2023-03,4,4218.16,52945,7.97,470.87,53,0.14,15,98.14
SLS006273,AGT0102,2023-04,0,0.0,172815,0.0,0.0,46,0.25,24,83.59
SLS006274,AGT0102,2023-05,1,4436.66,121044,3.67,525.31,20,0.27,19,78.08
SLS006275,AGT0102,2023-06,0,0.0,193561,0.0,0.0,34,0.19,11,76.26
SLS006276,AGT0102,2023-07,2,9483.1,185942,5.1,1135.73,24,0.17,25,98.25
SLS006277,AGT0102,2023-08,1,793.07,83084,0.95,55.35,26,0.4,16,69.42
SLS006278,AGT0102,2023-09,0,0.0,128015,0.0,0.0,91,0.11,12,65.91
SLS006279,AGT0102,2023-10,1,13361.3,186640,7.16,1914.4,95,0.12,13,63.7
SLS006280,AGT0102,2023-11,2,1285.84,137859,0.93,154.1,52,0.27,8,89.77
SLS006281,AGT0102,2023-12,3,6254.16,139736,4.48,918.42,31,0.11,24,98.61
SLS006282,AGT0102,2024-01,0,0.0,199994,0.0,0.0,35,0.39,28,83.85
SLS006283,AGT0103,2019-01,0,0.0,56393,0.0,0.0,77,0.26,14,77.04
SLS006284,AGT0103,2019-02,0,0.0,161383,0.0,0.0,84,0.1,28,78.13
SLS006285,AGT0103,2019-03,0,0.0,157562,0.0,0.0,24,0.2,11,71.77
SLS006286,AGT0103,2019-04,0,0.0,73351,0.0,0.0,91,0.31,18,84.25
SLS006287,AGT0103,2019-05,0,0.0,147439,0.0,0.0,60,0.38,29,76.92
SLS006288,AGT0103,2019-06,0,0.0,176514,0.0,0.0,27,0.34,29,83.07
SLS006289,AGT0103,2019-07,0,0.0,111879,0.0,0.0,80,0.3,15,89.83
SLS006290,AGT0103,2019-08,0,0.0,171774,0.0,0.0,70,0.3,19,79.93
SLS006291,AGT0103,2019-09,0,0.0,191898,0.0,0.0,11,0.38,7,96.59
SLS006292,AGT0103,2019-10,0,0.0,143086,0.0,0.0,16,0.1,9,66.16
SLS006293,AGT0103,2019-11,0,0.0,98060,0.0,0.0,91,0.22,22,68.56
SLS006294,AGT0103,2019-12,0,0.0,102328,0.0,0.0,17,0.16,22,63.75
SLS006295,AGT0103,2020-01,1,454.54,76353,0.6,44.62,60,0.19,20,73.61
SLS006296,AGT0103,2020-02,0,0.0,154555,0.0,0.0,13,0.39,7,99.22
SLS006297,AGT0103,2020-03,0,0.0,76707,0.0,0.0,16,0.15,8,69.97
SLS006298,AGT0103,2020-04,4,9239.12,93366,9.9,995.28,34,0.23,28,62.5
SLS006299,AGT0103,2020-05,1,180.94,139505,0.13,17.1,53,0.22,23,97.49
SLS006300,AGT0103,2020-06,1,1918.0,143092,1.34,118.17,37,0.39,17,71.86
SLS006301,AGT0103,2020-07,2,6517.34,183803,3.55,836.73,85,0.2,6,97.13
SLS006302,AGT0103,2020-08,1,16.63,187416,0.01,1.93,97,0.19,26,74.32
SLS006303,AGT0103,2020-09,3,2851.09,145871,1.95,172.49,69,0.14,22,60.1
SLS006304,AGT0103,2020-10,0,0.0,84960,0.0,0.0,72,0.28,23,92.88
SLS006305,AGT0103,2020-11,2,1286.0,100204,1.28,93.11,22,0.13,17,65.21
SLS006306,AGT0103,2020-12,3,6835.6,116997,5.84,498.08,51,0.4,7,63.73
SLS006307,AGT0103,2021-01,1,8486.05,154122,5.51,722.12,21,0.28,26,85.41
SLS006308,AGT0103,2021-02,1,3113.8,120117,2.59,342.79,32,0.24,16,71.93
SLS006309,AGT0103,2021-03,1,282.21,112998,0.25,39.08,37,0.14,11,98.69
SLS006310,AGT0103,2021-04,0,0.0,74783,0.0,0.0,24,0.15,14,99.51
SLS006311,AGT0103,2021-05,3,6599.35,179126,3.68,815.34,80,0.32,17,89.92
SLS006312,AGT0103,2021-06,1,146.53,161778,0.09,17.22,38,0.11,8,97.13
SLS006313,AGT0103,2021-07,1,2356.54,117647,2.0,137.7,32,0.38,7,66.2
SLS006314,AGT0103,2021-08,0,0.0,194084,0.0,0.0,66,0.15,9,84.74
SLS006315,AGT0103,2021-09,1,1607.81,110875,1.45,161.26,25,0.25,20,87.99
SLS006316,AGT0103,2021-10,1,501.3,67389,0.74,62.35,59,0.12,17,66.37
SLS006317,AGT0103,2021-11,2,2311.8,93648,2.47,182.93,97,0.22,12,98.49
SLS006318,AGT0103,2021-12,2,1278.13,164655,0.78,72.66,26,0.26,20,72.93
SLS006319,AGT0103,2022-01,0,0.0,176234,0.0,0.0,63,0.2,24,65.53
SLS006320,AGT0103,2022-02,0,0.0,71254,0.0,0.0,23,0.26,6,91.47
SLS006321,AGT0103,2022-03,2,13351.23,194956,6.85,1512.09,97,0.34,12,63.83
SLS006322,AGT0103,2022-04,2,929.95,163084,0.57,47.68,93,0.35,23,70.53
SLS006323,AGT0103,2022-05,1,468.71,164765,0.28,32.11,17,0.32,9,69.23
SLS006324,AGT0103,2022-06,0,0.0,72051,0.0,0.0,27,0.35,23,84.16
SLS006325,AGT0103,2022-07,0,0.0,164515,0.0,0.0,40,0.22,9,70.69
SLS006326,AGT0103,2022-08,0,0.0,88189,0.0,0.0,70,0.18,5,91.15
